File,Key,CultureInvariantString,Translation
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00014_Семен.json,09107EE345AA2C7AD53479BDA3274552,"""Но только не карты.""","""什么都有，就是没有纸牌。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00015_Семен.json,DB80DED74AAAABE6704103AE78569668,"""Может, в шкафу?""(важное)","""也许我应该查看一下衣柜？""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00016_Семен.json,5DE063544B9C94A508EF2C876D10C06A,"""Там в основном была одежда Ольги Дмитриевны, но внимание моё привлёк маленький ящичек с замочной скважиной.""(важное)","""里面都是奥尔加·德米特里耶夫娜的衣服，不过上方的一个带有钥匙孔的小抽屉吸引了我。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00017_Семен.json,61EBFB0D4D7AF67FFAAA8FA7DD5FA779,"Я потянул, но он не открылся.""(важное)","""我拉了一下，没有打开。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00018_Семен.json,1BF0C7CA43459F88B8917EBB6ACF91A3,"""Интересно, что она там прячет?(важное)","""我很好奇。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00019_Семен.json,1CAE402644E3866A0A29D9AB1E6C33EE,"Взламывать его – явно не лучшая идея, тем более не факт, что карты там.""","""硬开可是没有好处的，即使纸牌就在这里边。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00021_Семен.json,556B52A04E8E02E951F541A980178A7A,"""Когда я вернулся к столовой, Ольга Дмитриевна с невозмутимым видом сказала:""","""我回来之后，奥尔加·德米特里耶夫娜告诉我："""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00023_Семен.json,ED0EE8604937B1273BA13B82C4C61F36," ""Я посмотрел на Славю, она виновато улыбнулась.""","""我看着斯拉维娅，她温柔地笑了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\544_2__Пойти_одному\д2_00024_Семен.json,BB0685BC47E0DF967F209A9DFA0FAD6D,"""Да ладно уж, что там, не беспокойтесь обо мне…""(важное)","""好吧，你们不要担心我了...""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\NewFolder\д222_001_Семен.json,A4E220B54572E51084E9F3942D3A22B0,"Ещё пару секунд назад оставалась хоть какая-то надежда, что не придётся участвовать в этом турнире, и благодаря этому у Алисы не будет повода отомстить мне за то, что не стал с ней спорить.""","""几秒钟之前我还琢磨着自己可能有机会不参加这个比赛呢，也就省着没有打赌被阿丽夏胡搅蛮缠了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\NewFolder\д232_001_Семен.json,F115F9FE4566E2C67D545D8AC6414E70,"""Ещё пару секунд назад оставалась хоть какая-то надежда, что не придётся участвовать в этом турнире, и благодаря этому появится возможность легально улизнуть от спора с Алисой.""","""几秒钟之前我还琢磨着自己可能有机会不参加这个比赛呢，也就省着输了比赛被阿丽夏胡搅蛮缠了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_510_Семен.json,0246ED094E30D6335FA8ABBA493C0737,"""Выйдя из столовой, я сел на ступеньки и решил подождать, пока переварится ужин.""","""我出来坐在台阶上，慢慢消化晚饭。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_511_Семен.json,34023E644B69E937A3DD1D927445761D,"""Я просто сидел и смотрел, как на лагерь опускается ночь.""(важное)","""我就坐在这里，看着夜幕逐渐降临。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_512_Семен.json,161A04AA411E79E00DBE7CB7FC3645F1,"""Здесь всё было таким живым днём: громкий детский смех, весёлые крики, суета и беготня, шум и гам, спортивные игры и купания на пляже.""","""白天，这里的一切都充满生机：孩子们高兴地叫着、笑着，追逐嬉戏，愉快地聊天，在水中游泳。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_513_Семен.json,E55232D941D12624FB40D7BACE8C2879,"""Но с наступлением темноты «Совёнок» резко преображался.""","""不过天黑之后营地就会完全变了样。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_514_Семен.json,E0ACFBE1407F9574D659E684ADD523D3,"""Дневные звуки сменялись тишиной, которую лишь изредка нарушали сверчки и ночные птицы.""","""白天的喧嚣变成了夜里的寂静，只有偶尔的蛐蛐和夜里活动的鸟儿。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_515_Семен.json,D72E48DD40FA19641093A8A58F09CD37,"""Лагерь засыпал.""(важное)","""营地也要休息了。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_516_Семен.json,D6A5C3764B8230252CEF18BCF32811C3,"""В каждой тени можно было узнать кого угодно – привидение, лешего, просто дикое животное, – но никак не пионера.""","""每一处阴影里你都能看见什么，也许是一个鬼？或是森林的灵魂？或是一头野兽？最不可能是一个人了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_517_Семен.json,0C4D595B49999E7E44A1A4AD1836F85E,"""Всё это я понял ещё по вчерашней ночи.""","""昨晚是这样，今天也一样。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_518_Семен.json,C9366A984BBE77A56CA6EF9A69C1A7DE,"Местные жители строго следовали заведённому распорядку.""(важное)","""本地人过着十分有规律的生活。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_519_Семен.json,C213328C47D2A01130F6C89146D0F2E1,"""Дневной лагерь – во власти людей, ночной же – скорее сил природы.""(важное)","""白天，营地是他们的；晚上，营地更像是属于大自然的。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_520_Семен.json,A3D75BDD4F55DFA2B780219098B6981A,"""Кто-то легонько похлопал меня по плечу.""(важное)","""有人碰了我肩膀一下。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_521_Семен.json,53C6FBF747CC486DF5E291A3B3F75C34,"""Я обернулся.""","""我回头看了看。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_522_Семен.json,CD57FA1F4D5805B64A8F709C444631E3,"""Это был Электроник.""","""是电子小子。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_523_электроник.json,881BF65F404BFA1A1C4C24AD73AA797F,"Электроник - ""Пойдём в карты играть.""","电子小子 - ""咱们去玩牌吧。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_524_Семен.json,0AB8668A4EF781A21B1989984BB81D5E,"Семён - ""В карты?""","谢苗 - ""牌？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_525_электроник.json,D82E39F74B1152E7BBAB42835F857BE7,"Электроник - ""Да! Я игру новую придумал. Интерееесную!""","电子小子 - ""是啊！我发明了一种新游戏，很不错哦。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_526_Семен.json,388536D047B59A931BEE08A07A807A7F,"Семён - ""И какую же?""","谢苗 - ""不错？怎么不错？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_527_электроник.json,D02A630E4ACC6673B7BD18B5CA0AAD3B,"Электроник - ""Ну, надо сначала карты найти, потом расскажу.""","电子小子 - ""这个嘛，咱们得先找到牌然后我再跟你说。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_528_Семен.json,78102D864846F8D896DBECBDFE67ACE7,"Семён - ""Так ищи, в чём проблема?""","谢苗 - ""那去找啊，有什么问题吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_529_электроник.json,DEF1623D42C8F8D1FB11F6BF58D659BB,"Электроник - ""Они есть только у Ольги Дмитриевны, а она мне не даст…""","电子小子 - ""只有奥尔加·德米特里耶夫娜有，她又不肯给我..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_530_Семен.json,CD3693EA40B2986F5FA63AA99687C848,"Семён - ""Почему?""","谢苗 - ""为什么呢？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_531_электроник.json,A2BFEEF649DFEBEAEA490FB556CAEC63,"Электроник - ""Ну, в прошлый раз…""","电子小子 - ""那个，上次我们..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_532_Семен.json,B8DA710643030CA152599C96D2263D3F,"""На крыльцо вышли вожатая и Славя.""","""奥尔加·德米特里耶夫娜和斯拉维娅来到了门廊。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_533_электроник.json,CEE3341F40C5849882BA0DA73C283C13,"Электроник - ""Ольга Дмитриевна! А Семён как раз хотел у вас карты попросить!""","电子小子 - ""奥尔加·德米特里耶夫娜！谢苗正想和你讨论一下玩牌的问题。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_534_Семен.json,0D5AD4D14AAEDAAE6345DCA6080D117F,"Семён - ""Я вообще-то…""","谢苗 - ""实际上..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_535_Ольга.json,356AB3AF4739D87A2D63D9861F0360E7,"Ольга Дмитриевна - ""Зачем?""","奥尔加·德米特里耶夫娜 - ""为了干什么？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_536_электроник.json,63940164452F4409CE3CDFA766761D02,"Электроник - ""Мы игру новую придумали!""","电子小子 - ""我们发明了一种新游戏！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_537_Семен.json,E5D8AB9C403B74B056F58CAD4FCE432F,"""Не мы, а ты.""","""不是咱们，是你。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_538_Ольга.json,A363D0BB4A55B770DA8597B60CCA664D,"Ольга Дмитриевна - ""Что за игра?""","奥尔加·德米特里耶夫娜 - ""什么游戏？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_539_электроник.json,00DD54954A2BEC100F25B4B20B72438D,"Электроник - ""Будут карты – я покажу.""","电子小子 - ""我需要有一副牌才能展示给你。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_540_Ольга.json,CC94700A4C4BDA1308D4A9BD039E5DBA,"Ольга Дмитриевна - ""Ох, не нравится мне эта идея…","奥尔加·德米特里耶夫娜 - ""嗯...我不喜欢这种感觉..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_541_Ольга.json,AC367B72474A2A79A1C75791C29CC2C8,"Ольга Дмитриевна - ""Но раз и Семён за, то, наверное, ничего страшного…""","奥尔加·德米特里耶夫娜 - ""不过既然谢苗也支持你，那也许可以吧..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_542_Семен.json,02962182457852D71C9F18A89E60A8F9,"Семён - ""Да я вообще-то…""","谢苗 - ""说实话..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_543_Славя.json,93E9A10E40AC5259A3FF94A20F09D97E,"Славя - ""Давайте я с ним схожу принесу!""","斯拉维娅 - ""我们一起去吧，奥尔加·德米特里耶夫娜！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_545Семен.json,2A4ECD864C277649C73F6BBB0E280F2C,"""Славя и Ольга Дмитриевна зашли внутрь.""","""斯拉维娅和奥尔加·德米特里耶夫娜走了进去。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_546_Семен.json,8E6EC12B448B8DAB728C7E9FF4E9C8F6,"""Я уже собирался последовать за ними, как вдруг кто-то резко дёрнул меня за руку.""","""我正要进去，有人从后面拉住了我。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_547_Семен.json,D078BF9A4044424075692D8D3D50F494,"""Это была Алиса.""","""阿丽夏。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_548_Семен.json,23403E51425D87FD45902C912BBD5346,"""Она смотрела так, что у меня мурашки побежали по спине.""(важное)","""她盯着我，又让我后背一凉，这可不是好现象。""(важное)"
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_549_Семен.json,913DCBD24BB5728764E3B5B49CA2EC9B,"Семён - ""Тебе что-то нужно?""","谢苗 - ""你有什么事吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_550_Семен.json,D3111C6148B71D43DA89F7BA0E084524,"""Осторожно спросил я.""","""我谨慎地问道。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_551_Алиса.json,63874F004287BFFBDF8B5F867D9DBE99,"Алиса - ""Что, тоже планируешь участвовать в этой дурацкой игре?""","阿丽夏 - ""你要玩这个脑残的游戏吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_552_Семен.json,8572DDDC41E7CE61C7BDC0A6BDB9EDB5,"Семён - ""Ну... да, а что такого?""","谢苗 - ""呃...对？有什么问题吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_553_Алиса.json,25AE19364916273DDE4CE8A3FCE51918,"Алиса - ""Нет, ничего.""","阿丽夏 - ""没有，没事。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_554_Семен.json,CA3FBF7F42833FC2C42C519B9D2CD02C,"""Она уже собиралась уходить, но вдруг обернулась и внимательно посмотрела на меня, улыбнувшись.""","""她准备转身离开又回头看看我笑了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_555_Алиса.json,0E9A5CAE410DD02E180E13A2A2810231,"Алиса - ""А в карты-то играть умеешь?""","阿丽夏 - ""所以说，你玩牌？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_556_Семен.json,1A58C7E24B5E420557C50F92D5940957,"Семён - ""Умею немного.""","谢苗 - ""玩一点。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_557_Семен.json,CF22C2B3465D5F935A2454B934B01CC8,"""Я никак не мог понять, что ей от меня нужно.""","""我弄不明白她想干什么。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_558_Алиса.json,E8B3E24843A2AAE550A14983251A2370,"Алиса - ""В дурака небось и всё?""","阿丽夏 - ""所以只是玩'DURAK'？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_559_Семен.json,3EC9A51140D5BA6A163496BC0D9A6365,"""Ты-то как будто звезда покера.""","""好像你是个扑克牌大师似的..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_560_Семен.json,CDEBA1584AB222C261ABDCAD921D0702,"Семён - ""Ну, в принципе, да...""","谢苗 - ""嗯，是的，理论上。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_561_Алиса.json,215A3F9746528C0425F63A8607A9796F,"Алиса - ""Значит, тут у тебя шансов никаких.""","阿丽夏 - ""那你就没戏了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_562_Семен.json,DA451C69452E89C068AF3FA766E8B5D6,"Семён - ""Почему?""","谢苗 - ""为啥？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_563_Алиса.json,AA93C4824B2A7C1BAE047CA5FEAC4E4C,"Алиса - ""По кочану!""","阿丽夏 - ""因为！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_564_Семен.json,53BAD60445D5389C707E12B7D473BD26,"Семён - ""То есть ты правила знаешь?""","谢苗 - ""那么你知道规则？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_565_Алиса.json,D301138149EA54DEA446BB99885142E8,"Алиса - ""Конечно!""","阿丽夏 - ""当然！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_566_Семен.json,A5C041DB484E8E387DBFF9918E2C5B2B,"Семён - ""Ну, значит, у тебя будет преимущество.""","谢苗 - ""好吧，那你先手就好了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_567_Семен.json,F3189B27490E0456B3F341BDA814A5AF,"""Я не видел смысла дальше продолжать этот разговор и сделал несколько шагов по направлению к двери.""","""我不明白这对话有什么意义，于是准备进门。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_568_Алиса.json,CF9DB2404C1EC144D47EF1A0772FD306,"Алиса - ""Что ты всё уйти-то пытаешься?!""","阿丽夏 - ""你为什么总想走？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_569_Семен.json,DA818DB14684B0AF923E318776E39481,"А о чём, собственно, ещё говорить?""","""你是有什么话想说？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_570_Алиса.json,43D0A30541BAEF94BE2B6CB41C7B303F,"Алиса - ""Давай поспорим.""","阿丽夏 - ""咱们打个赌吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_571_Семен.json,147E348C441BFA76B159D9A5628378AC,"Семён - ""Ты про что?""","谢苗 - ""你这是什么意思？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_572_Алиса.json,DAC0873343E97D7C022F6588DDF9A0F8,"Алиса - ""Какой же ты тупой!","阿丽夏 - ""你怎么这么不开窍？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_573_Алиса.json,08F4E45F433A6D86DDE6709EFB46CC53,"Алиса - ""Про карты, про что же ещё!""","阿丽夏 - ""赌牌呀，还能是什么？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_574_Семен.json,E419588545600320E378E1BC90822944,"Семён - ""И каков же предмет спора?""","谢苗 - ""那么你想赌什么？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_575_Алиса.json,660BE3ED4BB79A6D396739AB501C5C7A,"Алиса - ""Что я тебя обыграю!""","阿丽夏 - ""我会赢！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_576_Семен.json,45424077459C08B4236265A88D7F590D,"Семён - ""Ну, это самый вероятный исход.""","谢苗 - ""嘛，那是一种可能的结果。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_577_Семен.json,6E1C37E44FE450984F8A509B5EAA404A,"""Спокойно согласился я.""","""我谨慎地表示同意。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_578_Алиса.json,1D08696E473B0AB74DD76094201C8AC8,"Алиса - ""Значит, боишься?""","阿丽夏 - ""你害怕了？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_579_Семен.json,4BA61355445A56791C019EA186B5A13D,"Семён - ""Я не боюсь...","谢苗 - ""没有啊..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_580_Семен.json,959EE26F42AFE4006E5D7D9432E2C941,"Семён - "" Просто не привык спорить, когда не уверен.""","谢苗 - ""只是不太清楚的时候不想争。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_581_Алиса.json,37CFD126408674F3D2E7D282D5B15BD6,"Алиса - ""И рисковать ты тоже не привык.""","阿丽夏 - ""那么你也不敢冒风险。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_582_Семен.json,6223978B4C3C08EA77B8319B6B46D832,"""Сама наблюдательность просто-таки.""","""如此敏锐的观察力，我很震惊啊。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_583_Семен.json,33F467174CA59555EA71D48EE433CA48,"Семён - ""Ладно, тогда я...""","谢苗 - ""好吧，那我..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_584_Алиса.json,CA815FA847B330C5C9BDB99816D9D26A,"Алиса - ""Нет уж!""","阿丽夏 - ""不，你不是。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_585_Семен.json,E2DC1EA44AD717E4FB817C9260AEC2F9,"Семён - ""Ну что ещё?""","谢苗 - ""又怎么了？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_586_Семен.json,93ABA75342612E1510372FB4D9B06A6E,"""Обессиленно вздохнул я.""","""我无力地叹了口气。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_587_Семен.json,6790A28D41A79897FCE37CBD8D3458D2,"""Алиса начала мне надоедать своей пустой болтовнёй про какой-то бессмысленный спор.""","""她用无聊的谈话内容和没有亮点的打赌挑战我的下限。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_588_Алиса.json,237F40D2460E909DBEC215B0A855F674,"Алиса - ""Если не согласишься спорить, я всем расскажу, что ты ко мне приставал!""","阿丽夏 - ""如果你不和我打赌的话，我就要告诉大家你勾引我。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_589_Семен.json,E50A929E44D9E0224E39719F81B8A1D2,"Семён - ""Что?!""","谢苗 - ""啥？！"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_590_Алиса.json,B244B58B49E3B15AA763EAA66765F888,"Алиса - ""Что слышал!""","阿丽夏 - ""你听的没错。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_591_Семен.json,31D73C594009C4FF8AF54082264BD1E3,"Мысли - ""Да, пожалуй, она вполне может...""","""这倒是意料之中..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_592_Семен.json,96F706A34838A2A44EF9119AF0C647D0,"Семён - ""Но это же глупо!","谢苗 - ""别傻了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_593_Семен.json,30D61CDE4614CD40CD3A78AED4D17FA5,"Семён -  Тебе никто не поверит – я всего неполных два дня здесь, да и к тому же...""","谢苗 - ""谁信啊？我只来到这里两天的时间，再有..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_594_Алиса.json,5480FD4847540667BA78FFB99B8C992A,"Алиса - ""Хочешь проверить?""","阿丽夏 - ""你想撞撞运气？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_595_Семен.json,B3B9655446B2C58E1FA1ED9F91D759A6,"Семён - ""Ну, предположим...","谢苗 - ""好吧..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_596_Семен.json,B01FBC744415DB42100C78AE6F43B8EF,"Семён - "" И что будет, если я выиграю?""","谢苗 - ""那么我赢了会怎么样？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_597_Алиса.json,C12E9AC449ABA6181AD23DB05ECC497C,"Алиса - ""Я никому ничего не скажу.""","阿丽夏 - ""我就不会和大家说了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_598_Семен.json,4D8FC35A49468539EF0FD8BCDF176A97,"Семён - ""А если проиграю?""","谢苗 - ""我要是输了呢？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_599_Алиса.json,A59B3C8C48CA28740EF74A9D2F2BADD8,"Алиса - ""Какой же ты тупой!","阿丽夏 - ""脑子又秀逗了？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_600_Алиса.json,3FEB782C48DCFC732EC590AD3DD756AF,"Алиса - "" Расскажу, что ты ко мне приставал, говорила же уже.""","阿丽夏 - ""我会告诉大家你勾引我啊，已经说过了嘛。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_601_Семен.json,AE57D392491C5F468C96FAAE876E894B,"Семён - ""То есть, получается, мне нужно доказать, что я не делал того, что не делал и так?""","谢苗 - ""所以说我费半天劲只能证明我没干过什么，而且实际上我真的没有干过？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_602_Алиса.json,A36E5CF24150B24BFBE1748CAD545E8A,"Алиса - ""Считай как хочешь.""","阿丽夏 - ""那是你的观点。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_603_Семен.json,64DB023F4D7D51A76DABCFACB1F4F262,"""Передо мной встал непростой выбор.""","""这不是个简单的决定。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_604_Семен.json,960372A147E4784CFCC31C843BE26C9E,"""С одной стороны, было глупо соглашаться – я не знал правил, да и азартные игры не были моим коньком.""","""一方面说，同意这个就很愚蠢，我不懂这个游戏的规则，对赌博也不在行。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_605_Семен.json,EA44D3954D6F41ACD7254B8BC6803EF9,"""Но с другой – она вполне могла сильно осложнить мою жизнь в лагере.""","""另一方面来说，她简直是地狱。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_606_Семен.json,BD53FB2B4CF11A8CDC7C2CA7A566BDAE,"""Хотя можно ли ей верить?""","""再说了，我能相信她吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_607_Семен.json,4B0D80B04639A977F0A6BBACD7A11AE6,"""Даже если я выиграю, не претворит ли она в жизнь свои угрозы?""","""我赢了她还是可以说。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_608_Алиса.json,D1F3CD6242DA9E89CE30C3B940322678,"Алиса - ""Так что решил?""","阿丽夏 - ""那么，你做好决定了吗？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_609_Семен.json,FAC9A1BC4F3912D8CB299885EC9BC67A,"""Я уже было собирался ответить, как у меня из-за спины бесшумно вынырнула Лена.""","""我正要回答，突然列娜从我身后过来了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_610_Алиса.json,E24B19914044144F0BAFD88C81079A25,"Алиса - ""Чего тебе?""","阿丽夏 - ""什么？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_611_Лена.json,DC58CE4A44A4E8A9601E8384C7A7382B,"Лена - ""Ничего...""","列娜 - ""没..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_612_Семен.json,DBA7C48F4D44803490604EA06F129262,"""Лена спешно зашла в столовую.""","""列娜马上又进去了。"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_613_Алиса.json,D99E2FB348E7861A6801D0AB67BC27A3,"Алиса - ""Ну?""","阿丽夏 - ""所以？"""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_615_Семен.json,4F9E59254FFCBF3F120E2A98C4041D4C,"""Я тяжело вздохнул и направился за ней в столовую.""","""我得后悔一百次..."""
Everlasting_summer\Content\main\звуки\озвучка_2_день\12_После_ужина\д2_616_Семен.json,5F9F2F3C4E9077A668FCC78F81B75F5A,"""Внутри всё уже было готово.""(важное)","""里面已经布置好了。""(важное)"
